Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"You will be designing and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space. While the analysis can happen in R, Python, Excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.

Who is o9?
Smart. Simple. Fun. All words to describe our environment at o9 Solutions. An exciting and high energy environment that drives us to grow and AIM 10x. The perfect place to be innovative, collaborative and dynamic as an organization. We’re always looking for great talent to join our o9 team.

Company Overview
o9 is the premier AI-powered platform for driving digital transformations of integrated planning and operations capabilities. We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. Whether it is driving demand, aligning demand and supply, or managing P&L, any process can be made faster and smarter with o9’s AI-powered digital solutions.

Our headquarters is located in Dallas, and we currently have offices in Amsterdam, Barcelona, Bangalore, Tokyo, and Seoul. We expanded our value-adding activities to companies including Google, Nike, Walmart, Starbucks, Bridgestone, Caterpillar, Pirelli, General Electric, etc.

Job description:
What you will be doing?
Experience using statistical computer languages (R, Python, SQL, SAS, etc.) to manipulate data and draw insights from large data sets.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Exposure to distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in genetic algorithms, logistic and linear regression, PCA, decision tree analysis and statistical methods
Deep understanding of common business metrics and the ability to generate new ones as needed
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
What you need:
4+ years of experience in implementing ML algorithms using R and/or Python, preferably in the planning domain. (Hiring for both junior and senior roles based on the relevant experience).
Ability to analyze problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience of applying analytics in the field of planning, using advanced ML algorithms like demand planning, market intelligence, optimal assortments/pricing/inventory levels, etc.
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Industrial Engineering/Business Analytics will be a plus.

What you get:
Competitive compensation and benefits
Flexible working schedule
Extended possibilities to travel
Exposure to the biggest brands in the world
A very strong entrepreneurial culture
A great team to support you and you can support
Possibility to really make a difference in a scale-up environment
International working environment

o9 is an equal opportunity employer and seeks applicants of diverse backgrounds and hires without regard to race, colour, gender, religion, national origin, citizenship, age, sexual orientation or any other characteristic protected by law.",3.4,"o9 Solutions, Inc.
3.4",Bengaluru,"Dallas, TX",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Data Scientist 1,-1,"This team is part of PayPals Risk and Data organization and is responsible is to stay on top of recent business trend and offer insights through analytical support for PayPals global Consumer Credit products. This individuals key performance KPIs will include Loss Performance, Fraud Decline rates, Revenue/Margin enabled, and Customer Experience. The Fraud Analytics team has ownership on portfolio management through by stay on top of recent business trend and offer insights through analytical support for PayPals global Consumer Credit products .

Day to day responsibilities includes
Identifying opportunities and gaps within current portfolio of PayPals Fraud Risk controls, including continuously evolving fraud trends
Based on analysis, formulating a solution to ensure optimal balance between user experience, business enablement, operational expense and loss exposure related to proposed solution
Collaborating with external partners, including external Credit/Banking partners and Data vendors
Closely monitoring performance of existing and new solutions to ensure expectations are met
Required Skills:
Proficiency in SQL and Excel
Proficiency in at least one statistical analysis tool: SAS / R / Python
Strong analytical skills: ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull together business cases, navigate multi-dimensional sets of tradeoffs. Above all, the job calls for comfort with data ability to manipulate it, question its validity, interpret it, and develop recommendations based on it
Ability to manage a large, diverse set of to-dos prioritize, stay on top of multiple work streams, monitor progress
Ability to work with leadership & stakeholders to define project scope and direction, driving large pieces of the work independently
Dedicated, proactive, curious and eager to learn new approaches / methodologies a must
Desired Skills:
Bachelors degree in Mathematics, Statistics, Finance, Economics or related quantitative discipline
2+ years of proven credit or fraud risk analytics experience, or equivalent
Must be an intuitive, organized, analytical thinker, with the ability to perform detailed analysis
Strong written, oral, and interpersonal skills a must, including the ability to explain and/or present analysis
Must have good business judgment with demonstrated ability to think creatively and strategically
Aptitude and willingness to roll up the sleeves and get involved in the details",3.6,"PayPal
3.6",Chennai,"San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Square, Amazon, Apple"
Data Scientist,-1,"Eyeota is looking for an exceptional Data Scientist who is passionate about data and motivated to build large scale machine learning solutions to shine our data products. This person will be contributing to the analytics of data for insight discovery and development of machine learning pipeline to support modeling of terabytes of daily data for various use cases.

Qualifications:
2+ years relevant working experience
Master/Bachelors in computer science or engineering
Working knowledge of Python and SQL
Experience in time series data, data manipulation, analytics and visualization
Experience working with large-scale data
Proficiency of various ML algorithms for supervised and unsupervised learning
Experience working in Agile/Lean model
Experience with Java and Golang is a plus
Experience with BI toolkit such as Tableau, Superset, Quicksight, etc is a plus
Exposure to building large-scale ML models using one or more of modern tools and libraries such as AWS Sagemaker, Spark ML-Lib, Dask, Tensorflow, PyTorch, Keras, GCP ML Stack
Exposure to modern Big Data tech such as Cassandra/Scylla, Kafka, Ceph, Hadoop, Spark
Exposure to IAAS platforms such as AWS, GCP, Azure

About Eyeota

Eyeota provides a dynamic, fun workplace filled with passionate individuals. We are at the cutting edge of advertising technology and there is never a dull moment at work.

We have a truly global footprint, with our headquarters in Singapore and offices in Australia, United States, United Kingdom and India

At Eyeota you will gain work experience in a global startup. We speak over 20 different languages, from more than 16 different nationalities and over 42% of our staff are multilingual.

Eyeota is an Equal Opportunity Employer.

Powered by JazzHR

S6QaWf82ez",3.1,"Eyeota
3.1",Pune,"Singapore, Singapore",51 to 200 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Lotame, Krux"
Data Analyst,-1,"Purpose: Data Analyst will be responsible for collecting data from various sources and ensuring data integrity; maintaining and managing current database; performing statistical and qualitative data analysis; modelling data with the goal of discovering useful business insights and creating reports with business insights generated during data analysis.

This role actively supports reporting project schedules, deployment plans, Work allocation, key statuses of projects as well as supporting Project Managers and other functional mangers on the development of the projects.

Essential Functions:
Responsible for periodical reporting on the projects performance.
Explore and analyze datasets with tools like Excel – once the data is organized you're going to need a tool like Excel to help explore and analyze it.
Visualize data insights and communicate your findings to teams across the organization – few people enjoy looking at tables and sheets so data visualization is going to be a necessity for some roles.
Work with peers in data team to enhance and improve current tools and dashboard, as well as develop new ones.
Identify trends and patterns in complex data sets
Data analysis and results interpretation using statistical techniques
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Contribute to the collection of data from primary and secondary data sources
Should be able to work on multiple projects at the same time.
Reporting on key statuses of projects, identifying issues and their impact, and recommending solutions proactively.
Willing to work in both India and US time zones.
Willing to work in shifts.
Knowledge/Skills/Abilities:

Required:
Minimum of a Bachelor's degree or equivalent.
Minimum 3 years of experience in data analysis techniques (especially MS Excel) and data manipulation
Strong working knowledge of MS Office products
Ability to work with large amounts of data: facts, figures, and number crunching
Familiarity with database systems, Excel, and other data manipulation technologies (Example, word processors like Epsilon), and data visualization platform
Excellent analytical and logical reasoning skills
Excellent communication skills, both verbal and written
Physical Demands:
Frequent sitting.
Travel may be required",3.1,"Aclara
3.1",Hyderabad,"Saint Louis, MO",501 to 1000 employees,1995,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"Itron, Opower, Landis+Gyr"
Data Scientist,-1,"This position requires a person to design, implement and processes large data sets used for modeling, data mining.

Responsibilities :
Develop and plan required analytic projects in response to business needs.
In conjunction with data owners and department managers, contribute to the development of data models and protocols for mining production databases.
Develop new analytical methods and/or tools as required.
Contribute to data mining architectures, modeling standards, reporting, and data analysis methodologies.
Conduct research and make recommendations on data mining products, services, protocols, and standards in support of procurement and development efforts.
Work with application developers to extract data relevant for analysis.
Collaborate with unit managers, end users, development staff, and other stakeholders to integrate data mining results with existing systems.
Provide and apply quality assurance best practices for data mining/analysis services.
Adhere to change control and testing processes for modifications to analytical models.
Create data definitions for new database file/table development and/or changes to existing ones as needed for analysis.
Determine required network components to ensure data access, as well as data consistency and integrity.
Respond to and resolve data mining performance issues. Monitor data mining system performance and implement efficiency improvements.
Manage and/or provide guidance to junior members of the team.

Send us the Resume at info@zettamine.com",3.8,"ZettaMine
3.8",Hyderabad,"Hyderabad, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"NLP, ML, Python/R, Hadoop, strong mathematical bacground
If you are intrested, please send us your resume at hr@teqnirvana.com",4.2,"TEQNirvana
4.2",Mumbai,"Bengaluru, India",1 to 50 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Data Scientist,-1,"Do you feel passionately about solving problems through data? Have you spent 2+ years solving business problems through data?

Do you aspire to take data science to millions of people out there? Can the leader in you make people follow data science out of sheer passion? Would you enjoy helping people solve problems with out expecting any thing in return?

If the answer to all the questions is yes – look no more. Analytics Vidhya is looking for evangelists who can carry and deliver their baton to the world.

What should you expect?
A team of best data scientists and thought leaders from industry.
Disciplined entrepreneurship within team. Each person is owner of his own work – you set the milestones, the pace and the achievements.
High standards, deep passion for data science and a commitment to find out ways to make things work.

Who can fill in the shoes?

This role is best suited for:
Person with 2+ years of experience in data science. The person should have prior experience with practical data science applications and use cases.
Person who loves problem solving through data. She/He should be able to do things hands on by himself or guide a team of data scientists to solve a problem.
A person with deep experience in tools like SAS / R / Python / Julia / Matlab and machine learning / predictive modeling techniques/ Machine Learning Algorithms.
Strong problem solving and communication skills (English).
An avid reader.

What is the role?

Being a startup, the role would evolve over time. But, here are a few things you can expect:

Creating problems for our hackathons by working closely with the clients
Continuously learning new skills and evangelizing them with in our community
Defining and leading our strategy in making data science easy and accessible to all
Leading industry events, meetups, webinars and competitions
Develop custom data models and algorithms to apply to data problems
Use predictive modeling to increase and optimize customer experiences and other business outcomes.

Where is the role based?

We would love to have you in our office in Gurgaon.

If the role excites you, drop an email to hiring@analyticsvidhya.com with your CV, mentioning “Why do you think you are the perfect fit for this role”.",4.1,"Analytics Vidhya
4.1",Gurgaon,"Gurgaon, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Job Description
What will a 'Data Scientist - Data Analytics' do?
Providing a full range of Data and Analytic services(ML, Data Mining, EDA, Feature Engineering, Statistical modeling for Predictive and Prescriptive enterprise analytics) to clients across multiple sectors.
Applicants will be expected to work with a diverse set of data sources, such as time series data, spatial, graph data, semi-structured and unstructured data, and build statistical/machine-learning models in support of on-demand, real-time analytic services.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation and many other business outcomes.
Develop company A / B testing framework and test model quality.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Work with partners in Data Engineering, Product, Programmatic and business teams, to operationalize integration of analytic models into the production environment(s).
Stay current on relevant academic and industry developments to identify best-in-class algorithms, techniques, libraries, etc.

What we are looking for?

Business-minded data scientist with a demonstrated ability to deliver valuable insights via data analytics and advanced data-driven methods.
Developed intricate algorithms based on deep-dive statistical analysis and predictive data modeling.
Experience using statistical computer languages like R, SAS, Python etc.. to manipulate data and draw insights from large data sets.
Analyze and process complex data sets using advanced querying, visualization andanalytics tools.
Passion for solving unstructured and non-standard mathematical and behavioral problems
End-to-end experience with data, including querying, aggregation, analysis, and visualization.
Experience implementing Machine Learning and Deep Learning Algorithms, Data-Driven Personalization.
Excellent communication and presentation skills, being able to explain complex problems and the solutions applied.
Demonstrating data analysis and visualization with one or more leading COTS analytic and presentation solutions including Tableau, Power BI, Qlik view or Qlik Sense, and MS Excel and other MS Office suite applications.
Experience in an Agile environment (SAFe) and work within the Atlassian suite (Jira, Bitbucket, Confluence) and AWS or other computing environments.
Tools: R, Python, Spark, PySpark, Scala, Tensorflow, Keras, Big Data, AWS",4.0,"MTW LABS
4.0",Hyderabad,"Hyderabad, India",1 to 50 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"Job Summary:
Provide strong analytical, advanced Data Science and Machine Learning expertise as a key member of our specialized science-based team focused on the research, development, and deployment of Manhattan Associates’ next-generation cloud-native Machine Learning platform
Experience in most big data and statistical analytic tools: Python, Hadoop (Hive), Elastic Search DB Familiar with machine learning algorithms/concepts
Work with our product management and application development teams to identify, prototype, develop and deploy ML-empowered solutions
Knowledge on Apache Spark, Kafka, and other data platform technologies
Assist product teams with deployment and lifecycle oversight, performance analysis, issue troubleshooting, tuning and refreshing of production models/pipelines within our Kibana ML platform
Work with large, complex data sets to extract, analyze, visualize, and infer meaningful insights
Stay current with state-of-the-art techniques and technologies in the field
Research, experiment, and benchmark new ML use cases, methods, and technologies
Communicate and document effectively, especially when communicating with non-technical business partners and customers
Experience working on Spark Streaming applications is an advantage
Why ColorTokens is the place to advance your career?

ColorTokens is a Silicon Valley company located in Santa Clara that is redefining Enterprise and Cloud Security. We are a product company in the Network and Cyber Security space. We are building a product team in India that rivals the best minds in the world and delivers products that are Novel, Refreshing and Insightful (NRI).ColorTokens core team represents deep industry experience across hardware, software and cloud technologies.

An enterprise-class technology takes time to bring to market. During this time, we do not want to expose our product and approach to competitors, experts, analysts, and the world at large. Our mission is to deliver the next generation Cyber Security platform.

At ColorTokens you will collaborate and exchange ideas and best practices with an amazing set of high skilled. ColorTokens encompasses from business strategy, user experience to technology direction.

You work in an autonomous and collaborative environment with your team in creating solutions that solve real-world challenges for your customers and together.",4.1,"ColorTokens
4.1",Hyderabad,"Santa Clara, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"Technical Skills:
A Ph.D., (or master’s degree plus at least 8 years’ relevant experience), in Computer Science, Statistics, Linguistics, Mathematics, Economics, Physics, or a related scientific discipline.
5+ years of experience working with large datasets for drawing business insights.
Research experience and coursework in Machine Learning
Experience with statistical software (e.g. MLlib, R, pandas) and database languages (e.g., SQL)
Fluency in Scala/Python programming.
Experience identifying business problems and selecting/finding the most appropriate data sets and statistical models to formulate solutions.
Experience with large data sets.
Strong understanding of statistics and modeling techniques.
Desire to work in a highly collaborative environment.
Experience with Natural Language Processing, Information Retrieval, or Recommender Systems.
Experience with distributed computing, such as Hadoop, Spark, or related technologies would also be an added advantage.
Experience with mathematical optimization, control theory, time-series analysis would also be an added advantage.

Additional Skills:
A strong work ethic and the ability to manage yourself and your time
Outstanding teamwork skills
Excellent written and verbal communication skills as well as active listening skills
Demonstrated analytical abilities
Experience managing and/or mentoring junior developers
Experience with Agile/SCRUM development methodologie",4.8,"Firminiq
4.8",Chandigarh,"Buffalo Grove, IL",51 to 200 employees,2018,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),-1
Data Scientist,-1,"Position: Data Scientist

Location: Pune, India

NICE Actimize is comprised of talented, creative and dedicated individuals with a passion for delivering innovative solutions to the market. At NICE Actimize, we recognize that every employee’s contributions are integral to our company’s growth and success. To find and acquire the best and brightest talent around the globe, we offer a challenging work environment, competitive compensation and benefits, and rewarding career opportunities. Come share, grow and learn with us – you’ll be challenged, you’ll have fun and you’ll be part of a fast growing, highly respected organization.

NICE Actimize is currently seeking an experienced Data Scientist to join our dynamic and growing Fraud & AML Analytics Services team.

Responsibilities
Perform analysis to support the deployment of fraud prevention analytical models
Analyze fraud cases obtained from clients
Research data patterns in order to find patterns predictive of fraud
Improve the quality and actual implementation of computational algorithms and tools
Optimize the detection performance of NICE Actimize Fraud products and improve customers’ experience with our Fraud solutions
Define product requirements for analytics and provide feedback to the product team on ways in which product may be improved
Develop and enhance our solution-specific risk scores
Measure the quality of the analytical performance of Fraud Products
Develop tools to support model tuning, performance tracking and automation
Develop custom detection logic for specific clients
Help maintain and improve model development methodologies/practices.
Experience: 3 to 6 Years

Qualifications:
Advanced degree in a quantitative area (statistics, mathematics, physics, computer science, engineering)
Strong general analytical skills, Experience with statistical model development. Deep and diverse experience with multiple statistical procedures and data mining algorithms.
Strong experience with using SQL and EXCEL.
Strong programming skills in Python and ability to rapidly learn new programming tools.
Exposure to other programming languages: R, SAS, Scala, Java, Python, Matlab, SPSS, VBA, including procedures, macros, and scripting.
Experience of building and deploying classification and regression machine learning models at an enterprise level.
Good oral and written communications skills, and ability to interact with engineers, software developers, project managers, business analysts, product managers and with clients.
Ability to work in multi-disciplinary agile teams.
Strong commitment to quality
Customer facing experience – a plus
Innovative aptitude.
Additional Desired Qualifications:
Experience in development of risk management models, particularly in the fraud, AML, or financial trade compliance areas.
Knowledge of national and international financial systems and data standards.
Experience with Business Intelligence platforms, methodologies (e.g. OLAP), and tools.",3.9,"NICE Actimize
3.9",Pune,"Hoboken, NJ",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"SAS, Feedzai"
Data Scientist,-1,"Date: Jul 9, 2020

As the tech firm that created the mobile world, and with more than 54,000 patents to our name, we’ve made it our business to make a mark. When joining our team at Ericsson you are empowered to learn, lead and perform at your best, shaping the future of technology. This is a place where you're welcomed as your own perfectly unique self, and celebrated for the skills, talent, and perspective you bring to the team. Are you in?

Come, and be where it begins.

.

Our Exciting Opportunity :

As Data Scientist, who will be responsible for developing scientific methods, processes, and systems to extract knowledge or insights to drive the future of applied analytics and Provide thought leadership, perform Sophisticated Statistical Analytics, and build insights into data to deliver to the business measurable insights, identify trends, and measure performance which address business problems!

You will:
Be building advanced statistical models, algorithms and trend analysis in order to discover predictive insights related to network and business objectives
Translate data algorithms and complex ideas into impactful management insights and solutions
Translate operator business objectives into business intelligence trough regressive data analytics
Working on Big Data tools and technologies to sustain our continued operational transformation objectives and market leadership
Research and develop approaches on how to improve business processes and customers’ experience by using our vast amounts of data.
To be successful in the role you must have:
Good knowledge of statistical analysis, theory of probabilities, design of experiments and machine learning.
Acuity for business flow understanding and expertise in data preparation-data mining and pre-processing.
Solid Understanding of SQL, PL/SQL, SQL Server, SPSS, SPAS
Good command of programming language and software environment for statistical analysis, graphics representation and reporting i.e. R, Python;
Knowledge of Business Objects, Tableau, Cognos
Excellent documentation skills
Education: BE/B.Tech.

Minimum years of relevant experience: 5 years

What´s in it for you?
Here at Ericsson, our culture is built on over a century of fearless decisions. With us, you will no longer be dreaming of what the future holds – you will be redefining it. You won’t develop for the status quo, but will build what replaces it. Joining us is a way to move your career in any direction you want; with hundreds of career opportunities in locations all over the world, in a place where co-creation and collaboration are embedded into the walls. You will find yourself in a speak-up environment where empathy and humanness serve as cornerstones for how we work, and where work-life balance is a priority. Welcome to an inclusive, global company where your opportunity to make an impact is endless.

What happens once you apply?
To prepare yourself for next steps, please explore here: https://www.ericsson.com/en/careers/job-opportunities/hiring-process.

Do you believe that an organization fostering an environment of cooperation and collaboration to execute with speed creates better business value? Do you value a culture of humanness, where fact based decisions are important and our people are encouraged to speak up? Do you believe that diverse, inclusive teams drive performance and innovation? At Ericsson, we do.

We provide equal employment opportunities without regard to race, color, gender, sexual orientation, transgender status, gender identity and/or expression, marital status, pregnancy, parental status, religion, political opinion, nationality, ethnic background, social origin, social status, indigenous status, disability, age, union membership or employee representation and any other characteristic protected by local law or Ericsson’s Code of Business Ethics.",3.9,"Ericsson-Worldwide
3.9",Noida,"Stockholm, Sweden",10000+ employees,1876,Company - Public,Telecommunications Services,Telecommunications,₹500+ billion (INR),"Huawei Technologies, IBM, Cisco Systems"
Data Scientist,-1,"If you are a data junkie who would like to wrangle through huge data sets of usage, stats, clickstreams, free text feedbacks and more to predict the user experience, adoption and retention. You like to solve complex and challenging problems and articulate the results in a lucid manner. Then we’ve got the problem for you and the data to solve it.

In your role as data scientist you will :
Select features, building and optimizing classifiers using machine learning techniques
Build statistical/machine learning models to extract insights
Create automated anomaly detection systems and constant tracking of its performance
Collaborate with subject matter experts to determine relevant data sources
Communicate the insights/recommendations to a wide spectrum of stake holder
Act as a mentor to guide/train less experienced folks
Desired Skills and experience:
B.E/Masters in Computer science/Statistics or equivalent
At least 5 years of experience in predictive modelling, strong knowledge of machine learning algorithms.
Strong in R,Python (numpy, scipy etc)
Very strong SQL and data visualization
Exposure to Big Data platforms such as Spark, Mahout, Scala, AWS machine learning is a plus
Great communications skills
Verizon recently acquired BlueJeans and plans to integrate BlueJeans employees into Verizon, including its compensation and benefits programs, in due course. This position will be part of that planned integration.",3.0,"BlueJeans
3.0",Bengaluru,"San Jose, CA",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Research Engineer - AI & Industrial Data Analytics,-1,"Are you passionate about growing your Data Analytics or AI skills? We are looking for an energetic and hardworking Data Analytics research engineer to join our R&D team in Bangalore.
Our Research Group (Advanced Data Management) is part of Business Analytics and Monitoring (BAM) Technology Field of Corporate Technology Research. Headquartered in Munich, we are a distributed team of around 250 researchers, data scientists and architects distributed across the globe.
We strive to seek sophisticated problems in various domains ranging from mobility, industry, energy, and buildings to smart cities by applying methods and principles of data analytics and artificial intelligence. We are looking for equally passionate techies to join us in this exciting journey of finding innovative solutions to some non-trivial industrial problems.

What part will you play?

• Analyze large, complex data sets by developing advanced machine learning and deep learning pipelines based on business initiatives.
• You will have the ability to build theoretical models as well as build innovative, practical and robust real world solutions for problems in Oil & Gas, Manufacturing and Process Industries.
• You will demonstrate outstanding ability to drive innovation and research in the form of patents and publishing papers at top-tier conferences/journals.

We don’t need superheroes, just super minds.

• As the successful candidate, you will hold a degree in Chemical engineering, Mechanical engineering, or computer engineering or other related degree from an accredited university, with hands-on experience of at least 1+ years in solving complex problems and driving meaningful insights
• A sophisticated degree in operations research, applied statistics, data mining, machine learning, physics, or a related quantitative subject area is an asset.
• Experience in proven deep technical expertise in designing and programming large scale data driven solutions using any of the high-level programming languages viz. Java/Python/C++/Matlab
• Strong background in data science including statistical analysis and modeling, data mining, machine learning, uncertainty analysis, time series forecasting, working with both structured and unstructured data.

Make your mark in our exciting world at Siemens.

We’re Siemens. A collection of over 370,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination and help us shape tomorrow.
We look forward to know you.

Find out more about Siemens careers at: www.siemens.com/careers

Organization: Corporate Technology

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",4.0,"Siemens Healthineers
4.0",Bengaluru,"Erlangen, Germany",10000+ employees,1847,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR),"GE Healthcare, Roche"
Data Scientist,-1,"At Amazon, we strive to be most customer-centric company on the earth. To get there, we need exceptionally talented, bright, dynamic and driven people to develop the next-generation technologies.
Are you champion of innovating on behalf of the customer by turning data insights into action? Do you want to be part of Amazons strategic and highly impactful finance and payroll technology projects? Amazons Finance Automation Payroll Tech team has an opportunity for a seasoned Data Scientist whose experience illustrates a clear ability to create world class machine learning systems to meet long-term Payroll needs.

At Finance Automation, we are passionate about building systems and services that deliver a seamless and transparent finance experience for Amazon partners. We build, operate, and scale systems that are responsible for billions of dollars in transactions, and are central to the success of worldwide finance. We ""think globally, act locally"" to revolutionize a worldwide employee and customer experience and fulfill our promise to pay accurately, on-time, with lowest cost to Amazon.

As a Data Scientist at Finance Automation, you are self-driven leader with extensive experience in applying statistics and data science concepts to bring tangible benefits for global finance operations. Finance and Payroll domain knowledge is a plus but not required.

· Work with finance and payroll stakeholders to understand the organization goals, objectives, and pain points. Identify key areas to drive Machine Learning initiatives, define needle-moving business questions and success criteria.
· Collect and analyze finance, HR, and payroll data across multiple isolated systems. Derive actionable insights from large volumes of heterogeneous data.
· Create reliable and maintainable code to build regression, classification, clustering, and anomaly detection systems. Work closely with software engineers to develop data ingestion and visualization, and productionize your models.
· Partner with finance analysts, and payroll managers to deploy and test machine learning systems with your statistical models at the core. Automate feedback loops, tune, and improve the models in production.
· Train non-tech stakeholders and partners to effectively use your machine learning systems. Set the right expectations on model limitations and prove business value.
· Create and maintain business and technical artifacts such as requirements documentation, use cases, performance evaluation, and model metrics.
· Learn and utilize AWS technologies and Amazon machine learning systems to effectively work with terabytes of data.

Being part of Amazon Finance Automation gives you the opportunity to work in a rapidly growing organization with many high performing global technology teams. Come join us in making history!




Basic Qualifications

· Bachelor's or Masters degree in Statistics, Applied Math, Operations Research, Economics, Engineering or a related quantitative field with 5 years of working experience as a Data Scientist.
· In-depth knowledge on supervised and unsupervised machine learning algorithms including classification, clustering, and regression.
· Experience building productions systems with statistical analysis, data modeling, regression modeling and forecasting, time series analysis, and deep learning neural networks.
· Expertise in coding using one or more programming languages such as R, Python, MATLAB, and Spark to build machine learning models. Skilled in manipulating and processing data using libraries such as Scikit-learn, Pandas, and NumPy. Demonstrated experience in SQL and/or NoSQL data modeling.
· Experience processing, filtering, and presenting large quantities of data. Ability to design for performance, scalability, and availability.
· Excellent communication, analytical and problem-solving skills. Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives.
· Obsession with quality, operational excellence, and customer experience. Ability to convey rigorous mathematical concepts and considerations to non-experts.

Preferred Qualifications

· Passion to dive deep to resolve problems at their root, looking for failure patterns amenable to long-term solutions via simplification and automation.
· Experience in AWS is a huge plus. Functional knowledge of AWS platforms such as Sagemaker, S3, Glue, Dynamodb, and RedShift.
· Exposure to finance and payments domain is a plus.
· Deep understanding of data, application, server, and network security.
· Experience with agile or scrum methodology.",4.3,"Amazon
4.3",Hyderabad,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
Data Scientist,-1,"Provide analytical insights into emerging problems, trends and portfolios
Work closely with business partners and stakeholders to determine how to design analysis and measurement approaches that will significantly improve our ability to understand and address emerging business issues
Bringing data to life and making it actionable and relevant to stakeholders through exploratory analysis of internal and external data sources using advanced and innovative analytical techniques, algorithms, and tools
Identifying present or future gaps in the teams existing reporting and tools suite and managing portfolio monitoring, dashboards and reporting
Providing regular updates to leadership, product and other stakeholders that will simplify and clarify complex concepts and the results of analyses effectively with emphasis on the actionable outcomes and impact to business
Experience with standard statistical techniques and tools a plus
Required Qualifications
Bachelor's Degree in a quantitative discipline (Economics, Engineering, Computer Science, Math, Statistics)
1-2 years experience in analytics or management consulting
Proficiency using SQL and querying relational databases
Experience in at least one statistical programming language (SAS, R, Python)
Experience in at least one data visualization tool (Tableau, Qlikview)
Experience with project management
Preferred Skills:
Strong communication skills
Quick learning
Out-of-box Problem Solving",3.6,"PayPal
3.6",Bengaluru,"San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Square, Amazon, Apple"
